Posted On,BHK,Rent,Size,Offered Floor,Total Floors,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Rent per Sq M,Avg Rent in Locality
2022-06-21,3,35000,1350,1,2,Carpet Area,Anna Nagar West Extension,Chennai,Semi-Furnished,Bachelors,2,Contact Agent,25.93,25000.0
2022-06-06,3,70000,2000,4,4,Carpet Area,"Adyar, Sardar Patel Road",Chennai,Semi-Furnished,Bachelors,3,Contact Agent,35.0,61600.0
2022-06-21,3,32000,1200,1,4,Carpet Area,Anna Nagar West Extension,Chennai,Unfurnished,Bachelors,2,Contact Agent,26.67,25000.0
2022-06-14,3,35000,1912,2,4,Carpet Area,Alwarthirunagar,Chennai,Unfurnished,Bachelors,3,Contact Agent,18.31,35000.0
2022-06-10,3,27000,1500,3,4,Carpet Area,Perungudi,Chennai,Unfurnished,Bachelors,3,Contact Agent,18.0,14833.33
2022-06-09,2,18000,800,1,2,Carpet Area,Anna Nagar East,Chennai,Semi-Furnished,Bachelors,2,Contact Agent,22.5,18000.0
2022-06-25,4,40000,2400,1,2,Carpet Area,"Palavakkam, E Coast Road",Chennai,Unfurnished,Bachelors,3,Contact Agent,16.67,40000.0
2022-06-14,3,75000,2000,4,4,Carpet Area,Deepa Appartment Turnbulls,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,37.5,75000.0
2022-06-28,2,10000,2000,2,2,Carpet Area,Sadhanadhapuram,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,5.0,10000.0
2022-06-14,2,7600,700,2,3,Super Area,Anakaputhur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,10.86,9312.5
2022-06-19,3,20000,1710,16,29,Super Area,"Padur, Old Mahabalipuram Road",Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,11.7,16333.33
2022-06-02,2,15000,1200,1,2,Super Area,Ramapuram,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,12.5,13333.33
2022-06-28,2,22000,700,4,4,Super Area,T Nagar,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,31.43,50777.78
2022-06-22,2,15000,700,2,2,Super Area,Nanganallur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,21.43,14066.67
2022-06-11,2,12000,985,4,17,Super Area,Oragadam Sriperumbudur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,12.18,12000.0
2022-06-01,2,10000,1200,1,2,Super Area,"Tambaram, GST Road",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,8.33,8000.0
2022-06-07,2,13000,680,1,2,Super Area,T.Nagar,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,19.12,13000.0
2022-06-20,2,15000,800,2,2,Super Area,"KK Nagar West, KK Nagar",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,18.75,15000.0
2022-06-28,3,22000,2000,1,1,Super Area,"Pushpa Colony, Saligramam",Chennai,Semi-Furnished,Family,2,Contact Owner,11.0,22000.0
2022-06-28,1,6500,400,2,3,Super Area,Perungudi,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,16.25,14833.33
2022-06-22,1,7500,560,3,4,Super Area,Khurunjis zinnia Apartment Homes at Thambaram west,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,13.39,7500.0
2022-06-22,3,12000,930,3,8,Super Area,"Kelambakkam, Old Mahabalipuram Road",Chennai,Semi-Furnished,Family,2,Contact Owner,12.9,12237.5
2022-06-22,2,10000,770,2,2,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,Unfurnished,Family,1,Contact Owner,12.99,11178.57
2022-06-22,1,9000,400,1,3,Super Area,Mylapore,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,22.5,46285.71
2022-06-08,2,15000,1234,2,14,Super Area,Medavakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,12.16,12047.06
2022-06-22,3,15000,2200,2,2,Super Area,Irumbuliyur,Chennai,Unfurnished,Bachelors,3,Contact Owner,6.82,14000.0
2022-06-16,1,8000,500,1,2,Super Area,Sadasiva Nagar Madipakkam,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,16.0,8000.0
2022-06-22,3,13000,900,2,4,Super Area,Perambur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,14.44,12285.71
2022-06-07,2,9000,600,2,3,Super Area,Ayanavaram,Chennai,Furnished,Bachelors/Family,1,Contact Owner,15.0,8500.0
2022-06-14,2,16000,1000,2,3,Super Area,Kodambakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,16.0,17062.5
2022-06-02,4,75000,2200,3,3,Super Area,2nd Main Road,Chennai,Semi-Furnished,Family,5,Contact Owner,34.09,75000.0
2022-06-14,1,9000,500,1,3,Super Area,KK Nagar,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,18.0,27400.0
2022-06-17,2,14000,700,2,3,Super Area,"Thanikachalam Nagar, Ponniammanmedu",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,20.0,14000.0
2022-06-07,2,25000,1145,4,5,Super Area,Navalur,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,21.83,21500.0
2022-06-22,2,18000,750,2,3,Super Area,"Padur, Old Mahabalipuram Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,24.0,16333.33
2022-06-29,2,22000,800,4,5,Super Area,Ashok Nagar,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,27.5,23166.67
2022-06-25,2,15000,900,1,1,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,16.67,11178.57
2022-06-04,3,15000,1350,2,2,Super Area,Kovilambakkam,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner,11.11,13400.0
2022-06-14,1,8000,600,3,3,Super Area,Velachery,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,13.33,16772.73
2022-06-07,2,12000,900,2,2,Super Area,Kolathur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,13.33,12500.0
2022-06-22,2,18000,805,2,3,Super Area,Gopalapuram,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,22.36,51500.0
2022-06-10,1,5700,400,1,3,Super Area,Redhills,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,14.25,5700.0
2022-06-27,2,11000,960,2,3,Super Area,Kovilambakkam,Chennai,Semi-Furnished,Family,2,Contact Owner,11.46,13400.0
2022-06-10,2,7500,600,2,2,Super Area,Vandalur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,12.5,8000.0
2022-06-04,2,16000,870,3,4,Super Area,Chennai,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,18.39,16000.0
2022-06-18,2,10000,780,3,3,Super Area,Madipakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,12.82,17012.5
2022-06-22,1,7000,680,2,3,Super Area,"Kelambakkam, Old Mahabalipuram Road",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,10.29,12237.5
2022-06-29,1,7500,600,2,2,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,12.5,11178.57
2022-06-29,2,12000,800,2,3,Super Area,Chitlapakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,15.0,9666.67
2022-06-18,1,5000,350,1,1,Super Area,Kolathur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,14.29,12500.0
2022-06-22,2,20000,894,4,5,Super Area,Tiruvenkadam Nagar,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,22.37,20000.0
2022-06-29,1,6500,600,1,2,Super Area,Perambur,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,10.83,12285.71
2022-06-29,3,12000,900,1,2,Super Area,Anakaputhur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,13.33,9312.5
2022-06-29,1,12000,550,1,3,Super Area,"Purasawalkam, PH Road",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,21.82,16583.33
2022-06-02,2,14000,717,2,3,Super Area,Sholinganallur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,19.53,27500.0
2022-06-05,1,10000,800,1,3,Super Area,Navalur,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,12.5,21500.0
2022-06-29,3,15000,1070,2,3,Super Area,Medavakkam,Chennai,Unfurnished,Family,2,Contact Owner,14.02,12047.06
2022-06-29,2,15000,1000,1,4,Super Area,Anna Nagar West Extension,Chennai,Semi-Furnished,Family,2,Contact Owner,15.0,25000.0
2022-06-29,2,19000,1500,1,1,Super Area,Porur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,12.67,18833.25
2022-06-29,2,15000,900,2,2,Super Area,Velachery,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,16.67,16772.73
2022-06-29,2,16000,1700,2,2,Super Area,Pallikaranai,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,9.41,10937.5
2022-06-25,2,11000,805,1,3,Super Area,"Madhavaram, Guntur Chennai Highway",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,13.66,13000.0
2022-06-29,2,8000,750,1,1,Super Area,Kovur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,10.67,7900.0
2022-06-13,2,12000,1000,2,3,Super Area,Maduravoyal,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,12.0,10000.0
2022-06-07,3,13000,965,1,2,Super Area,Mangadu,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,13.47,11583.25
2022-06-01,1,3500,600,1,1,Super Area,"Kundrathur, Pallavaram Kundrathur Main Road",Chennai,Unfurnished,Bachelors,1,Contact Owner,5.83,5250.0
2022-06-14,1,7000,550,2,2,Super Area,"Valasaravakkam, Arcot Road",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,12.73,15900.0
2022-06-29,2,18000,1300,3,4,Super Area,Velachery,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,13.85,16772.73
2022-06-29,1,15000,1300,1,2,Super Area,Anna Nagar,Chennai,Furnished,Bachelors,2,Contact Owner,11.54,32187.5
2022-06-09,3,38000,2100,2,3,Super Area,Ashok Nagar,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,18.1,23166.67
2022-06-29,3,30000,2000,2,3,Super Area,Ashok Nagar,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner,15.0,23166.67
2022-06-05,1,7000,300,1,1,Super Area,"Pazhavanthangal, Jawaharlal Nehru Road",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,23.33,7000.0
2022-06-18,2,8500,850,4,4,Super Area,Mathur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,10.0,11250.0
2022-06-24,2,16000,800,2,3,Super Area,Harrington Road,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,20.0,16000.0
2022-06-22,3,85000,1725,11,14,Super Area,MRC Nagar,Chennai,Furnished,Bachelors/Family,2,Contact Agent,49.28,85000.0
2022-06-25,2,20000,900,1,3,Super Area,"Korattur, Jawaharlal Nehru Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,22.22,20833.33
2022-06-21,2,15000,700,3,4,Super Area,Choolaimedu,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,21.43,16500.0
2022-06-18,2,12000,750,1,3,Super Area,Medavakkam,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,16.0,12047.06
2022-06-20,2,11000,960,2,2,Super Area,Medavakkam,Chennai,Unfurnished,Family,2,Contact Owner,11.46,12047.06
2022-06-18,2,14000,1021,5,5,Super Area,Sithalapakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,13.71,10666.67
2022-06-25,3,35000,1557,2,5,Super Area,Manapakkam,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,22.48,35000.0
2022-06-25,2,8000,550,1,2,Super Area,Pallikaranai,Chennai,Unfurnished,Bachelors/Family,1,Contact Agent,14.55,10937.5
2022-06-29,2,13000,1000,1,3,Super Area,Medavakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,13.0,12047.06
2022-06-25,2,35000,1000,2,3,Super Area,"Adyar, Sardar Patel Road",Chennai,Furnished,Bachelors,2,Contact Agent,35.0,61600.0
2022-06-22,1,4500,600,1,3,Super Area,Kolathur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,7.5,12500.0
2022-06-14,2,7500,850,2,3,Super Area,Kolapakkam - Vandalur-Kelambakkam Road,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,8.82,7500.0
2022-06-12,3,16500,1850,1,2,Super Area,"Nemilichery, Chromepet",Chennai,Unfurnished,Bachelors,3,Contact Owner,8.92,10666.67
2022-06-15,2,7000,700,1,2,Super Area,Tambaram East,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,10.0,11800.0
2022-06-03,1,10000,675,2,3,Super Area,Perambur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,14.81,12285.71
2022-06-25,3,13500,1002,3,3,Super Area,Mangadu,Chennai,Furnished,Bachelors/Family,2,Contact Owner,13.47,11583.25
2022-06-02,2,14000,1200,1,3,Super Area,"Valasaravakkam, Arcot Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,11.67,15900.0
2022-06-14,2,12000,900,4,4,Super Area,"Shenoy Nagar, PH Road",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,13.33,12000.0
2022-06-18,2,18000,1113,3,4,Super Area,Ayappakkam,Chennai,Semi-Furnished,Family,2,Contact Owner,16.17,9600.0
2022-06-14,3,20000,1600,1,2,Super Area,"Chromepet, GST Road",Chennai,Semi-Furnished,Bachelors/Family,4,Contact Owner,12.5,19833.33
2022-06-14,2,12000,1200,2,5,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,10.0,11178.57
2022-06-23,1,12000,650,2,2,Super Area,Triplicane,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,18.46,18500.0
2022-06-17,2,12000,750,4,5,Super Area,Nesapakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,16.0,15000.0
2022-06-16,2,9500,1010,2,2,Super Area,"Urapakkam, Vandalur R.F, GST Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.41,11750.0
2022-06-16,2,22000,1050,4,5,Super Area,"Baby Nagar Extention, Velachery",Chennai,Semi-Furnished,Family,2,Contact Agent,20.95,22000.0
2022-06-29,2,13500,1000,5,10,Super Area,"Padur, Old Mahabalipuram Road",Chennai,Semi-Furnished,Family,2,Contact Owner,13.5,16333.33
2022-06-06,3,33000,1760,9,9,Super Area,Iyyappanthangal,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,18.75,22852.88
2022-06-18,3,20000,1651,3,3,Super Area,Perumbakkam,Chennai,Semi-Furnished,Family,3,Contact Owner,12.11,16214.29
2022-06-14,1,7000,700,1,2,Super Area,Thiruverkkadu,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,10.0,6900.0
2022-06-14,2,21000,1100,3,16,Super Area,Navalur,Chennai,Furnished,Bachelors/Family,2,Contact Owner,19.09,21500.0
2022-06-25,3,16000,1120,2,4,Super Area,Selaiyur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,14.29,14285.71
2022-06-22,2,25000,1340,8,16,Super Area,Iyyappanthangal,Chennai,Semi-Furnished,Family,2,Contact Owner,18.66,22852.88
2022-06-10,1,4200,490,3,4,Super Area,"Villivakkam, Jawaharlal Nehru Road",Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,8.57,13800.0
2022-06-10,3,15723,1246,8,18,Super Area,"Kelambakkam, Old Mahabalipuram Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,12.62,12237.5
2022-06-14,2,10000,900,2,2,Super Area,Pammal,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,11.11,9785.71
2022-06-14,1,3000,350,1,2,Super Area,Mangadu,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,8.57,11583.25
2022-06-18,2,7500,900,3,3,Super Area,Pammal,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,8.33,9785.71
2022-06-18,3,35000,2000,2,3,Super Area,Iyyappanthangal,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,17.5,22852.88
2022-06-29,2,15000,1000,2,3,Super Area,Varadharajapuram,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,15.0,15000.0
2022-06-02,2,7500,1000,3,3,Super Area,Guduvancheri,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,7.5,10724.25
2022-06-14,2,9000,750,2,3,Super Area,"Korattur, Jawaharlal Nehru Road",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,12.0,20833.33
2022-06-14,2,13000,1000,3,4,Super Area,"Chetpet, PH Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,13.0,28000.0
2022-06-18,2,8000,700,2,2,Super Area,Avadi,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,11.43,8000.0
2022-06-22,1,16000,450,3,4,Super Area,"Korattur, Jawaharlal Nehru Road",Chennai,Furnished,Bachelors/Family,1,Contact Owner,35.56,20833.33
2022-06-07,2,19000,1250,2,2,Super Area,"Okkiyam Thuraipakkam, E Coast Road",Chennai,Semi-Furnished,Family,2,Contact Owner,15.2,24500.0
2022-06-10,2,19000,850,2,3,Super Area,Choolaimedu,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,22.35,16500.0
2022-06-23,3,30000,1300,19,20,Super Area,Navalur,Chennai,Furnished,Bachelors/Family,3,Contact Owner,23.08,21500.0
2022-06-10,3,45000,2200,4,5,Super Area,KK Nagar,Chennai,Unfurnished,Bachelors/Family,3,Contact Agent,20.45,27400.0
2022-06-18,2,6250,700,1,1,Super Area,Pattabiram,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,8.93,8125.0
2022-06-16,1,6000,450,3,4,Super Area,Sholinganallur,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,13.33,27500.0
2022-06-24,1,7000,750,3,3,Super Area,Mangadu,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,9.33,11583.25
2022-06-14,2,10000,650,2,2,Super Area,Tiruvottiyur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,15.38,11800.0
2022-06-18,2,18000,1100,1,3,Super Area,"Purasawalkam, PH Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,16.36,16583.33
2022-06-18,2,10500,700,3,3,Super Area,Ponniammanmedu,Chennai,Semi-Furnished,Family,2,Contact Owner,15.0,13833.33
2022-06-18,1,8000,360,-1,1,Super Area,Mogappair West,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,22.22,7000.0
2022-06-18,2,15000,700,1,2,Super Area,Karapakkam,Chennai,Furnished,Bachelors/Family,2,Contact Owner,21.43,24500.0
2022-06-10,1,3500,500,2,2,Super Area,Thirunagar,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,7.0,3500.0
2022-06-11,3,25000,1132,11,16,Super Area,"Korattur, Jawaharlal Nehru Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,22.08,20833.33
2022-06-18,2,26000,1020,4,17,Super Area,Vadapalani,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,25.49,30166.67
2022-06-25,2,26000,900,1,4,Super Area,Velachery,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,28.89,16772.73
2022-06-14,2,12000,740,3,3,Super Area,Madipakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,16.22,17012.5
2022-06-29,3,40000,1500,3,4,Super Area,Virugambakkam,Chennai,Semi-Furnished,Bachelors,3,Contact Agent,26.67,23249.83
2022-06-22,1,6000,450,1,2,Super Area,Kallikuppam,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,13.33,6000.0
2022-06-10,3,17000,1200,2,3,Super Area,Velachery,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,14.17,16772.73
2022-06-13,3,17000,1785,10,12,Super Area,Old Mahabalipuram Road,Chennai,Semi-Furnished,Family,3,Contact Owner,9.52,21692.31
2022-06-22,2,15000,1050,2,3,Super Area,Kovilambakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,14.29,13400.0
2022-06-10,2,8500,700,3,7,Super Area,"Tirumudivakkam, Thiruvanmiyur",Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,12.14,8500.0
2022-06-06,2,11000,803,2,2,Super Area,"Moulivakkam, Moulivakkam",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,13.7,10250.0
2022-06-29,3,60000,1800,9,10,Super Area,in Saligramam,Chennai,Semi-Furnished,Bachelors,3,Contact Agent,33.33,60000.0
2022-06-08,3,100000,1975,13,18,Super Area,"Egmore, PH Road",Chennai,Semi-Furnished,Family,3,Contact Agent,50.63,50000.0
2022-06-22,2,17000,1100,1,1,Super Area,"Puzhuthivakkam, Madipakkam",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,15.45,17000.0
2022-06-20,1,7500,350,2,3,Super Area,Kilpauk,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,21.43,11250.0
2022-06-22,3,17000,1200,1,2,Super Area,Selaiyur,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner,14.17,14285.71
2022-06-10,3,25000,1500,2,2,Super Area,Arumbakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Agent,16.67,12333.33
2022-06-05,3,12000,1062,3,3,Super Area,Pudupakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,11.3,12333.33
2022-06-25,2,11000,1000,2,2,Super Area,Poonamallee,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,11.0,9250.0
2022-06-10,2,9000,740,2,2,Super Area,Chitlapakkam,Chennai,Unfurnished,Family,2,Contact Owner,12.16,9666.67
2022-06-10,3,14000,1155,16,19,Super Area,Old Mahabalipuram Road,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,12.12,21692.31
2022-06-19,1,10000,550,1,4,Super Area,Ambattur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,18.18,10164.29
2022-06-28,2,15000,800,1,2,Super Area,Anakaputhur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,18.75,9312.5
2022-06-14,2,10000,1015,1,2,Super Area,Poonamallee,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,9.85,9250.0
2022-06-11,3,25000,1700,8,9,Super Area,"Urapakkam, Vandalur R.F, GST Road",Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,14.71,11750.0
2022-06-18,2,13000,1260,1,1,Super Area,Porur,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,10.32,18833.25
2022-06-04,1,6166,570,1,2,Super Area,Mangadu,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,10.82,11583.25
2022-06-29,1,8000,500,1,1,Super Area,"Villivakkam, Jawaharlal Nehru Road",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,16.0,13800.0
2022-06-06,2,9000,800,1,2,Super Area,Mudichur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,11.25,9000.0
2022-06-18,3,130000,2792,6,9,Super Area,Kellys,Chennai,Furnished,Bachelors/Family,5,Contact Owner,46.56,77000.0
2022-06-02,2,9500,750,2,3,Super Area,Perumbakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,12.67,16214.29
2022-06-02,6,60000,1800,2,3,Super Area,Besant Nagar,Chennai,Furnished,Bachelors/Family,6,Contact Owner,33.33,32333.33
2022-06-02,1,7000,500,1,3,Super Area,Koyambedu,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,14.0,13250.0
2022-06-14,2,23000,1153,16,19,Super Area,Mangadu,Chennai,Semi-Furnished,Family,2,Contact Owner,19.95,11583.25
2022-06-13,2,7000,850,1,2,Super Area,Padapai,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,8.24,9250.0
2022-06-18,1,7000,600,1,2,Super Area,"Kundrathur, Pallavaram Kundrathur Main Road",Chennai,Unfurnished,Bachelors,1,Contact Owner,11.67,5250.0
2022-06-02,1,7000,500,1,1,Super Area,Selaiyur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,14.0,14285.71
2022-06-18,2,12000,700,2,2,Super Area,Maduravoyal,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,17.14,10000.0
2022-06-22,1,4000,400,3,3,Super Area,Rani Anna Nagar,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,10.0,4000.0
2022-06-02,2,14000,850,3,3,Super Area,Banu Nagar,Chennai,Furnished,Bachelors/Family,2,Contact Owner,16.47,14000.0
2022-06-02,1,12500,600,3,4,Super Area,Arumbakkam,Chennai,Furnished,Bachelors/Family,1,Contact Owner,20.83,12333.33
2022-06-14,1,7000,400,2,2,Super Area,Medavakkam,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,17.5,12047.06
2022-06-02,2,16000,930,2,4,Super Area,Mogappair East,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,17.2,17750.0
2022-06-30,2,11000,800,2,2,Super Area,"Narayanapuram, Kovilambakkam",Chennai,Semi-Furnished,Family,2,Contact Owner,13.75,11000.0
2022-06-06,1,7000,400,1,2,Super Area,Nanmangalam,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,17.5,12750.0
2022-06-05,2,20000,1800,13,19,Super Area,Old Mahabalipuram Road,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,11.11,21692.31
2022-06-14,2,16000,600,2,3,Super Area,Saidapet,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,26.67,14000.0
2022-06-21,2,8500,833,2,2,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,10.2,11178.57
2022-06-18,2,15000,1000,1,3,Super Area,Madipakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,15.0,17012.5
